Age,Debt,Married,BankCustomer,Industry,YearsEmployed,PriorDefault,Employed,CreditScore,DriversLicense,Citizen,ZipCode,Income,Approved
28.58,3.75,1,1,Energy,0.25,0,1,1,1,ByBirth,00040,154,0
22.25,9,1,1,ConsumerStaples,0.085,0,0,0,0,ByBirth,00000,0,0
29.83,3.5,1,1,Energy,0.165,0,0,0,0,ByBirth,00216,0,0
23.5,1.5,1,1,Industrials,0.875,0,0,0,1,ByBirth,00160,0,0
32.08,4,0,0,InformationTechnology,1.5,0,0,0,1,ByBirth,00120,0,0
31.08,1.5,0,0,Industrials,0.04,0,0,0,0,ByOtherMeans,00160,0,0
31.83,0.04,0,0,CommunicationServices,0.04,0,0,0,0,ByBirth,00000,0,0
21.75,11.75,1,1,Energy,0.25,0,0,0,1,ByBirth,00180,0,0
17.92,0.54,1,1,Energy,1.75,0,1,1,1,ByBirth,00080,5,0
30.33,0.5,1,1,Real Estate,0.085,0,0,0,1,ByOtherMeans,00252,0,0
51.83,2.04,0,0,Healthcare,1.5,0,0,0,0,ByBirth,00120,1,0
47.17,5.835,1,1,Industrials,5.5,0,0,0,0,ByBirth,00465,150,0
25.83,12.835,1,1,InformationTechnology,0.5,0,0,0,0,ByBirth,00000,2,0
50.25,0.835,1,1,ConsumerStaples,0.5,0,0,0,1,ByBirth,00240,117,0
29.5,2,0,0,Education,2,0,0,0,0,ByBirth,00256,17,0
37.33,2.5,1,1,ConsumerDiscretionary,0.21,0,0,0,0,ByBirth,00260,246,0
41.58,1.04,1,1,ConsumerStaples,0.665,0,0,0,0,ByBirth,00240,237,0
30.58,10.665,1,1,Materials,0.085,0,1,12,1,ByBirth,00129,3,0
19.42,7.25,1,1,CommunicationServices,0.04,0,1,1,0,ByBirth,00100,1,0
17.92,10.21,1,1,Healthcare,0,0,0,0,0,ByBirth,00000,50,0
20.08,1.25,1,1,Energy,0,0,0,0,0,ByBirth,00000,0,0
19.5,0.29,1,1,Financials,0.29,0,0,0,0,ByBirth,00280,364,0
27.83,1,0,0,Real Estate,3,0,0,0,0,ByBirth,00176,537,0
17.08,3.29,1,1,ConsumerDiscretionary,0.335,0,0,0,1,ByBirth,00140,2,0
36.42,0.75,0,0,Real Estate,0.585,0,0,0,0,ByBirth,00240,3,0
40.58,3.29,1,1,CommunicationServices,3.5,0,0,0,1,ByOtherMeans,00400,0,0
21.08,10.085,0,0,Education,1.25,0,0,0,0,ByBirth,00260,0,0
22.67,0.75,1,1,Energy,2,0,1,2,1,ByBirth,00200,394,0
25.25,13.5,0,0,Healthcare,2,0,1,1,1,ByBirth,00200,1,0
17.92,0.205,1,1,ConsumerStaples,0.04,0,0,0,0,ByBirth,00280,750,0
35,3.375,1,1,Energy,8.29,0,0,0,1,ByBirth,00000,0,0
